,name,experience,employment,created_at,selary,address,type,schedule,work_schedule_by_days,working_hours
126578414,Оператор по работе с персоналом,Нет опыта,Полная занятость,2025-10-15 T17:12:39,70000-120000 RUR,Не указано,Открытая,Удаленная работа,5/2,8 часов
126800154,Оператор склада на первичную документацию,От 1 года до 3 лет,Полная занятость,2025-10-22 T06:15:43,57000-57000 RUR,"Екатеринбург, Промышленный проезд, 5/1",Открытая,Полный день,5/2,8 часов
126811637,Оператор производственного участка (фармацевтическое производство),От 1 года до 3 лет,Полная занятость,2025-10-22 T10:44:53,116000-None RUR,"Москва, Волгоградский проспект, 42к5",Открытая,Полный день,5/2,8 часов
125275802,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-10 T10:51:23,106207-116883 RUR,"Балашиха, Железнодорожный, Автозаводская улица, 48А",Открытая,Сменный график,2/2,12 часов
126770256,Администратор-оператор,От 1 года до 3 лет,Полная занятость,2025-10-21 T11:35:24,33000-45000 RUR,Не указано,Открытая,Сменный график,2/2,10 часов
126780078,Оператор ПК,Нет опыта,Полная занятость,2025-10-21 T13:55:36,30000-30000 RUR,"Вологда, Промышленная улица, 4",Открытая,Полный день,5/2,8 часов
126612212,"Менеджер, оператор 1С",От 1 года до 3 лет,Полная занятость,2025-10-20 T14:49:25,60-80 RUR,Подольск,Открытая,Полный день,5/2,8 часов
126620075,Оператор линии в производстве пищевой продукции,Нет опыта,Полная занятость,2025-10-22 T15:52:49,2100-None BYR,Не указано,Открытая,Полный день,Другое,8 часов
126717920,Оператор этикетировочной машины,Нет опыта,Полная занятость,2025-10-20 T11:19:10,52000-None RUR,"Барнаул, Промышленная улица, 106",Открытая,Сменный график,4/4,12 часов
126827473,"Офис-менеджер/Оператор ПК, 1С",Нет опыта,Полная занятость,2025-10-22 T15:03:08,30000-40000 RUR,"Смоленск, улица Памфилова, 5",Открытая,Полный день,5/2,8 часов
125133847,Оператор производственной линии (Свердлова),Нет опыта,Полная занятость,2025-10-03 T09:46:09,87000-None RUR,"Екатеринбург, территория Логопарк Кольцовский",Открытая,Сменный график,2/2,12 часов
126046750,Оператор 1C,Нет опыта,Частичная занятость,2025-10-08 T06:10:35,25000-25000 RUR,"Хабаровск, улица Суворова, 82АлитТ",Открытая,Полный день,5/2,4 часа
126188533,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-06 T14:30:11,90000-100000 RUR,посёлок Южный,Открытая,Полный день,5/2,8 часов
126666118,Оператор ПК/Оператор базы данных,От 3 до 6 лет,Полная занятость,2025-10-23 T15:18:58,80000-None RUR,"Москва, МКАД, 19-й километр, вл20с1",Открытая,Полный день,5/2,8 часов
126800279,Оператор цифровой маркировки,От 1 года до 3 лет,Полная занятость,2025-10-22 T06:31:06,65000-None RUR,"Омск, 2-я Солнечная улица, 44Б",Открытая,Сменный график,1/2,24 часа
126805256,Оператор логистических работ,Нет опыта,Полная занятость,2025-10-22 T09:12:29,55000-None RUR,"Пермь, улица 1905 года, 35",Открытая,Сменный график,2/2,12 часов
126869232,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-23 T12:01:31,45000-45000 RUR,"Барнаул, проспект Калинина, 47",Открытая,Полный день,5/2,8 часов
